FALSE,en.wikipedia.org/wiki/HMS_Bellerophon_(1786),English
FALSE,de.wikipedia.org/wiki/Attentat_von_Sarajevo,German
FALSE,en.wikipedia.org/wiki/Frank_the_Baptist,ENGLISH
FALSE,en.wikipedia.org/wiki/Spiral_Shadow,ENGLISH
FALSE,es.wikipedia.org/wiki/Hiroshi_Yamashiro,SPANISH
FALSE,es.wikipedia.org/wiki/Par%C3%A8,SPANISH
FALSE,en.wikipedia.org/wiki/Ryan_International_Noida,ENGLISH
FALSE,es.wikipedia.org/wiki/Beecher_(Wisconsin),SPANISH
FALSE,es.wikipedia.org/wiki/Varelito,SPANISH
FALSE,en.wikipedia.org/wiki/Columbia_Journal_of_Transnational_Law,ENGLISH
FALSE,en.wikipedia.org/wiki/Seven_Hours_of_Violence,ENGLISH
FALSE,es.wikipedia.org/wiki/Cunco_(estaci%C3%B3n),SPANISH
FALSE,es.wikipedia.org/wiki/FON,SPANISH
FALSE,en.wikipedia.org/wiki/Orion_(manga),ENGLISH
FALSE,es.wikipedia.org/wiki/Heraclea_P%C3%B3ntica,SPANISH
FALSE,es.wikipedia.org/wiki/Best_Friends_(canci%C3%B3n_de_Raven-Symon%C3%A9),SPANISH
TRUE,ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D9%86%D9%8A,ARABIC
TRUE,ar.wikipedia.org/wiki/%D9%84%D8%B3%D8%A7%D9%86%D9%8A_%D8%A7%D9%84%D8%B4%D9%8A%D8%B1%D8%A7%D8%B2%D9%8A,ARABIC
